user_id	poi_id	timestmp
6	ChIJWQ__HeBJXhMRAKH10ZawcdQ	2022-05-20 22:20:27
6	ChIJYQIxGyE2XhMRupS59ERDUNc	2022-06-07 19:43:13
7	ChIJ0a4YHeBJXhMRgESyORq9JSo	2022-05-24 18:00:25
7	ChIJ0YP89yw3XhMRu0_gcptybS4	2022-05-09 08:56:35
7	ChIJ0YP89yw3XhMRu0_gcptybS4	2022-05-12 09:06:35
7	ChIJ0YP89yw3XhMRu0_gcptybS4	2022-05-23 08:49:30
7	ChIJ0YP89yw3XhMRu0_gcptybS4	2022-05-26 10:01:30
7	ChIJ0YP89yw3XhMRu0_gcptybS4	2022-05-30 09:00:36
7	ChIJ0YP89yw3XhMRu0_gcptybS4	2022-06-06 08:02:15
7	ChIJ0YP89yw3XhMRu0_gcptybS4	2022-06-06 08:50:36
7	ChIJ0YP89yw3XhMRu0_gcptybS4	2022-06-09 08:52:15
7	ChIJ0YP89yw3XhMRu0_gcptybS4	2022-06-20 08:03:15
7	ChIJ0YP89yw3XhMRu0_gcptybS4	2022-06-23 09:53:15
7	ChIJ0YP89yw3XhMRu0_gcptybS4	2022-06-27 20:53:58
7	ChIJ0YP89yw3XhMRu0_gcptybS4	2022-06-30 08:54:58
7	ChIJ8Uhwphk2XhMR0eyLMUIgSEk	2022-05-03 11:19:45
7	ChIJ8Uhwphk2XhMR0eyLMUIgSEk	2022-06-05 21:10:45
7	ChIJ8Uhwphk2XhMR0eyLMUIgSEk	2022-06-28 12:12:55
7	ChIJA8XmnCc2XhMRoA2h45hqTg4	2022-06-09 19:06:33
7	ChIJCw-wuz5JXhMRd2DwyJ14sxg	2022-05-06 23:01:50
7	ChIJCw-wuz5JXhMRd2DwyJ14sxg	2022-05-14 00:01:50
7	ChIJCw-wuz5JXhMRd2DwyJ14sxg	2022-06-04 02:03:03
7	ChIJCw-wuz5JXhMRd2DwyJ14sxg	2022-06-19 01:33:03
7	ChIJE5rqhOFJXhMREi7B5EA45Dw	2022-06-18 20:03:40
7	ChIJkRhinSg2XhMRipOQ12_hPzI	2022-05-23 20:24:26
7	ChIJOztsXBk2XhMRIu0EEdF27js	2022-05-24 19:31:25
7	ChIJs13fMVdJXhMRdfoTBribjjc	2022-05-01 11:57:11
7	ChIJs13fMVdJXhMRdfoTBribjjc	2022-05-15 10:18:11
7	ChIJs13fMVdJXhMRdfoTBribjjc	2022-05-29 10:39:12
7	ChIJs13fMVdJXhMRdfoTBribjjc	2022-06-05 09:59:12
7	ChIJU2cC_5A3XhMRTltBi0TpJVo	2022-05-20 21:06:05
7	ChIJVQ35PeJJXhMRfqL9-SJiiv0	2022-06-18 20:30:40
7	ChIJw7aMQeJJXhMR4F6A4HR7Kio	2022-06-12 12:43:10
7	ChIJw7aMQeJJXhMR4F6A4HR7Kio	2022-06-19 11:50:10
7	ChIJXXD-Nt1JXhMRWCTJyMxS_Xg	2022-05-20 16:55:49
7	ChIJXXD-Nt1JXhMRWCTJyMxS_Xg	2022-06-18 17:55:49
7	ChIJY4432yU2XhMR2jrWEN7aWls	2022-06-10 11:06:33
8	ChIJCw-wuz5JXhMRd2DwyJ14sxg	2022-05-03 08:54:01
8	ChIJCw-wuz5JXhMRd2DwyJ14sxg	2022-05-23 15:30:22
8	ChIJCw-wuz5JXhMRd2DwyJ14sxg	2022-06-04 00:14:01
8	ChIJCw-wuz5JXhMRd2DwyJ14sxg	2022-06-10 13:24:06
8	ChIJCw-wuz5JXhMRd2DwyJ14sxg	2022-06-12 17:41:06
8	ChIJCw-wuz5JXhMRd2DwyJ14sxg	2022-06-26 21:20:22
8	ChIJFUgUqwY3XhMR_pCBkFi8rdI	2022-06-02 12:10:05
8	ChIJGyYZay82XhMRYIH_uvIjIH8	2022-06-05 13:38:14
8	ChIJs13fMVdJXhMRdfoTBribjjc	2022-05-29 09:36:12
8	ChIJv6i6xt9JXhMRVp9vNGd6MLY	2022-06-04 14:29:23
8	ChIJv6i6xt9JXhMRVp9vNGd6MLY	2022-06-17 18:58:23
8	ChIJVfLnrMVJXhMRkzUAT7CxG4U	2022-06-15 19:42:14
8	ChIJWQ__HeBJXhMRAKH10ZawcdQ	2022-05-20 22:03:35
8	ChIJWQ__HeBJXhMRAKH10ZawcdQ	2022-05-28 22:36:41
8	ChIJWQ__HeBJXhMRAKH10ZawcdQ	2022-06-18 23:54:41
8	ChIJx3OiIMg3XhMRFJiKIFiuXjs	2022-05-13 12:05:10
8	ChIJx3OiIMg3XhMRFJiKIFiuXjs	2022-06-11 10:10:10
8	ChIJxZ_BF0lJXhMRgcQowKpjoQ8	2022-05-07 11:36:12
8	ChIJYQIxGyE2XhMRupS59ERDUNc	2022-06-07 19:38:27
8	ChIJz_07-W03XhMRvRymy1Ccda0	2022-05-28 12:26:34
8	ChIJz_07-W03XhMRvRymy1Ccda0	2022-05-29 21:26:34
8	ChIJz_07-W03XhMRvRymy1Ccda0	2022-06-03 08:40:38
8	ChIJ_7nx_mxJXhMRSrp68dDU67M	2022-06-09 11:50:05
